timestamp,zone_name,zone_profile,latitude,longitude,flow_rate_m3h,pressure_bar,consumption_m3,leakage_probability,system_status,anomaly_flag,event_type,nrw_loss_pct,response_time_min,system_efficiency_pct
2026-04-23 23:34:00,Zubara,stable residential,25.3527,56.3525,58.91,5.77,1085.87,0.085,Normal,0,Normal,23.62,91.1,75.7
2026-04-23 23:49:00,Zubara,stable residential,25.3527,56.3525,57.3,5.88,952.16,0.089,Normal,0,Normal,31.21,69.8,68.08
2026-04-24 00:04:00,Zubara,stable residential,25.3527,56.3525,54.54,5.78,1145.27,0.05,Normal,0,Normal,12.75,85.6,86.85
2026-04-24 00:19:00,Zubara,stable residential,25.3527,56.3525,58.45,5.76,1064.57,0.12,Normal,0,Normal,24.71,94.7,74.33
2026-04-24 00:34:00,Zubara,stable residential,25.3527,56.3525,56.65,5.74,1072.04,0.097,Normal,0,Normal,21.64,88.2,77.58
2026-04-24 00:49:00,Zubara,stable residential,25.3527,56.3525,57.41,5.83,1252.05,0.146,Normal,0,Normal,9.86,69.6,88.97
2026-04-24 01:04:00,Zubara,stable residential,25.3527,56.3525,53.04,5.75,1109.88,0.126,Normal,0,Normal,13.45,71.9,85.54
2026-04-24 01:19:00,Zubara,stable residential,25.3527,56.3525,51.18,5.8,1021.6,0.074,Normal,0,Normal,17.19,69.2,82.21
2026-04-24 01:34:00,Zubara,stable residential,25.3527,56.3525,52.4,5.66,1233.12,0.051,Normal,0,Normal,8.26,65.3,91.33
2026-04-24 01:49:00,Zubara,stable residential,25.3527,56.3525,65.96,5.69,1071.86,0.1,Normal,0,Normal,32.79,116.1,66.41
2026-04-24 02:04:00,Zubara,stable residential,25.3527,56.3525,57.04,5.89,1127.75,0.079,Normal,0,Normal,18.01,82.6,81.36
2026-04-24 02:19:00,Zubara,stable residential,25.3527,56.3525,57.23,5.78,1117.79,0.073,Normal,0,Normal,18.99,93.5,80.42
2026-04-24 02:34:00,Zubara,stable residential,25.3527,56.3525,58.57,5.84,1109.65,0.09,Normal,0,Normal,21.51,72.0,77.77
2026-04-24 02:49:00,Zubara,stable residential,25.3527,56.3525,58.04,6.02,1214.92,0.102,Normal,0,Normal,13.3,71.3,85.89
2026-04-24 03:04:00,Zubara,stable residential,25.3527,56.3525,59.32,5.7,1194.07,0.098,Normal,0,Normal,16.62,93.6,82.6
2026-04-24 03:19:00,Zubara,stable residential,25.3527,56.3525,61.52,5.85,1044.45,0.076,Normal,0,Normal,29.64,89.7,69.75
2026-04-24 03:34:00,Zubara,stable residential,25.3527,56.3525,58.19,5.8,1106.86,0.095,Normal,0,Normal,21.21,111.5,78.03
2026-04-24 03:49:00,Zubara,stable residential,25.3527,56.3525,58.61,5.82,1148.98,0.079,Normal,0,Normal,18.72,53.4,80.65
2026-04-24 04:04:00,Zubara,stable residential,25.3527,56.3525,64.74,5.65,1193.02,0.08,Normal,0,Normal,23.62,83.9,75.74
2026-04-24 04:19:00,Zubara,stable residential,25.3527,56.3525,58.88,5.94,1179.58,0.142,Normal,0,Normal,17.24,106.2,81.62
2026-04-24 04:34:00,Zubara,stable residential,25.3527,56.3525,65.43,5.85,1202.31,0.081,Normal,0,Normal,23.84,86.2,75.51
2026-04-24 04:49:00,Zubara,stable residential,25.3527,56.3525,63.48,5.69,1205.26,0.084,Normal,0,Normal,21.31,106.1,78.01
2026-04-24 05:04:00,Zubara,stable residential,25.3527,56.3525,66.33,5.88,1048.02,0.088,Normal,0,Normal,34.61,63.9,64.68
2026-04-24 05:19:00,Zubara,stable residential,25.3527,56.3525,65.74,5.87,1114.42,0.06,Normal,0,Normal,29.66,85.6,69.86
2026-04-24 05:34:00,Zubara,stable residential,25.3527,56.3525,59.38,5.83,1250.37,0.108,Normal,0,Normal,12.8,43.8,86.34
2026-04-24 05:49:00,Zubara,stable residential,25.3527,56.3525,61.98,5.84,1289.46,0.028,Normal,0,Normal,13.46,74.4,86.31
2026-04-24 06:04:00,Zubara,stable residential,25.3527,56.3525,57.18,5.95,1207.76,0.115,Normal,0,Normal,12.56,74.7,86.51
2026-04-24 06:19:00,Zubara,stable residential,25.3527,56.3525,65.74,5.82,1204.52,0.098,Normal,0,Normal,24.15,69.5,75.06
2026-04-24 06:34:00,Zubara,stable residential,25.3527,56.3525,62.25,5.84,1265.58,0.058,Normal,0,Normal,15.59,82.7,83.95
2026-04-24 06:49:00,Zubara,stable residential,25.3527,56.3525,60.71,5.72,1214.6,0.115,Normal,0,Normal,17.21,85.2,81.86
2026-04-24 07:04:00,Zubara,stable residential,25.3527,56.3525,66.08,5.88,1246.12,0.16,Normal,0,Normal,22.23,81.3,76.49
2026-04-24 07:19:00,Zubara,stable residential,25.3527,56.3525,68.78,5.75,1219.74,0.129,Normal,0,Normal,26.76,56.2,72.21
2026-04-24 07:34:00,Zubara,stable residential,25.3527,56.3525,58.86,5.72,1249.76,0.106,Normal,0,Normal,12.05,90.0,87.1
2026-04-24 07:49:00,Zubara,stable residential,25.3527,56.3525,56.85,5.8,1188.6,0.104,Normal,0,Normal,13.4,97.6,85.77
2026-04-24 08:04:00,Zubara,stable residential,25.3527,56.3525,62.42,5.81,1284.65,0.097,Normal,0,Normal,14.73,94.5,84.5
2026-04-24 08:19:00,Zubara,stable residential,25.3527,56.3525,64.24,5.81,1294.55,0.078,Normal,0,Normal,16.43,94.4,82.94
2026-04-24 08:34:00,Zubara,stable residential,25.3527,56.3525,64.71,5.88,1090.63,0.051,Normal,0,Normal,30.02,58.3,69.57
2026-04-24 08:49:00,Zubara,stable residential,25.3527,56.3525,63.12,5.87,1222.22,0.096,Normal,0,Normal,19.8,104.6,79.43
2026-04-24 09:04:00,Zubara,stable residential,25.3527,56.3525,65.34,5.93,1254.8,0.065,Normal,0,Normal,20.31,74.3,79.17
2026-04-24 09:19:00,Zubara,stable residential,25.3527,56.3525,62.86,5.76,1312.42,0.142,Normal,0,Normal,13.72,60.1,85.15
2026-04-24 09:34:00,Zubara,stable residential,25.3527,56.3525,62.55,5.84,1246.01,0.035,Normal,0,Normal,17.18,101.7,82.54
2026-04-24 09:49:00,Zubara,stable residential,25.3527,56.3525,64.41,5.68,1209.95,0.103,Normal,0,Normal,22.24,81.6,76.94
2026-04-24 10:04:00,Zubara,stable residential,25.3527,56.3525,67.54,5.92,1236.6,0.046,Normal,0,Normal,23.94,104.2,75.7
2026-04-24 10:19:00,Zubara,stable residential,25.3527,56.3525,70.19,5.83,1255.42,0.1,Normal,0,Normal,25.98,120.1,73.22
2026-04-24 10:34:00,Zubara,stable residential,25.3527,56.3525,66.85,5.8,1349.7,0.065,Normal,0,Normal,16.19,91.0,83.29
2026-04-24 10:49:00,Zubara,stable residential,25.3527,56.3525,67.77,5.71,1148.79,0.028,Normal,0,Normal,29.51,64.9,70.27
2026-04-24 11:04:00,Zubara,stable residential,25.3527,56.3525,65.83,5.98,1355.98,0.061,Normal,0,Normal,14.48,91.3,85.03
2026-04-24 11:19:00,Zubara,stable residential,25.3527,56.3525,65.93,5.81,1320.18,0.08,Normal,0,Normal,16.97,104.1,82.4
2026-04-24 11:34:00,Zubara,stable residential,25.3527,56.3525,66.95,6.05,1290.84,0.133,Normal,0,Normal,20.33,86.6,78.61
2026-04-24 11:49:00,Zubara,stable residential,25.3527,56.3525,66.76,5.77,1214.69,0.103,Normal,0,Normal,24.71,69.7,74.47
2026-04-24 12:04:00,Zubara,stable residential,25.3527,56.3525,69.01,5.85,1357.37,0.101,Normal,0,Normal,18.55,79.8,80.64
2026-04-24 12:19:00,Zubara,stable residential,25.3527,56.3525,65.91,5.88,1134.07,0.08,Normal,0,Normal,28.71,49.2,70.65
2026-04-24 12:34:00,Zubara,stable residential,25.3527,56.3525,71.47,5.88,1218.39,0.045,Normal,0,Normal,29.19,31.6,70.45
2026-04-24 12:49:00,Zubara,stable residential,25.3527,56.3525,74.94,5.83,1229.54,0.104,Normal,0,Normal,32.15,56.9,67.01
2026-04-24 13:04:00,Zubara,stable residential,25.3527,56.3525,67.1,5.78,1331.04,0.1,Normal,0,Normal,17.85,97.0,81.35
2026-04-24 13:19:00,Zubara,stable residential,25.3527,56.3525,69.66,5.95,1194.99,0.063,Normal,0,Normal,28.84,109.0,70.65
2026-04-24 13:34:00,Zubara,stable residential,25.3527,56.3525,71.22,5.74,1377.15,0.094,Normal,0,Normal,19.9,89.6,79.35
2026-04-24 13:49:00,Zubara,stable residential,25.3527,56.3525,65.21,5.7,1229.91,0.104,Normal,0,Normal,21.93,56.8,77.24
2026-04-24 14:04:00,Zubara,stable residential,25.3527,56.3525,64.47,5.9,1079.78,0.066,Normal,0,Normal,30.54,54.6,68.93
2026-04-24 14:19:00,Zubara,stable residential,25.3527,56.3525,66.89,5.77,1238.45,0.085,Normal,0,Normal,23.29,88.7,76.03
2026-04-24 14:34:00,Zubara,stable residential,25.3527,56.3525,68.21,5.86,1282.85,0.107,Normal,0,Normal,22.17,90.3,76.98
2026-04-24 14:49:00,Zubara,stable residential,25.3527,56.3525,65.39,5.76,1193.37,0.059,Normal,0,Normal,24.25,62.6,75.28
2026-04-24 15:04:00,Zubara,stable residential,25.3527,56.3525,63.76,5.7,1240.29,0.1,Normal,0,Normal,19.45,85.9,79.75
2026-04-24 15:19:00,Zubara,stable residential,25.3527,56.3525,68.14,5.87,1229.11,0.07,Normal,0,Normal,25.19,94.9,74.24
2026-04-24 15:34:00,Zubara,stable residential,25.3527,56.3525,60.25,5.79,1255.59,0.063,Normal,0,Normal,13.48,88.4,86.02
2026-04-24 15:49:00,Zubara,stable residential,25.3527,56.3525,69.0,5.92,1212.42,0.101,Normal,0,Normal,27.3,41.6,71.9
2026-04-24 16:04:00,Zubara,stable residential,25.3527,56.3525,63.46,5.69,1278.31,0.15,Normal,0,Normal,16.82,63.8,81.98
2026-04-24 16:19:00,Zubara,stable residential,25.3527,56.3525,64.87,5.96,1130.77,0.097,Normal,0,Normal,27.86,117.8,71.36
2026-04-24 16:34:00,Zubara,stable residential,25.3527,56.3525,62.47,5.63,1121.24,0.077,Normal,0,Normal,25.6,75.6,73.79
2026-04-24 16:49:00,Zubara,stable residential,25.3527,56.3525,64.28,5.62,1246.16,0.073,Normal,0,Normal,19.59,107.9,79.83
2026-04-24 17:04:00,Zubara,stable residential,25.3527,56.3525,61.19,5.85,1257.9,0.103,Normal,0,Normal,14.86,54.7,84.31
2026-04-24 17:19:00,Zubara,stable residential,25.3527,56.3525,59.63,5.82,1094.56,0.103,Normal,0,Normal,24.03,70.5,75.14
2026-04-24 17:34:00,Zubara,stable residential,25.3527,56.3525,99.24,4.97,1146.82,0.389,Warning,1,Transient Spike,39.95,77.1,58.0
2026-04-24 17:49:00,Zubara,stable residential,25.3527,56.3525,60.58,5.76,1281.37,0.059,Normal,0,Normal,12.16,41.6,87.37
2026-04-24 18:04:00,Zubara,stable residential,25.3527,56.3525,69.81,5.76,1041.42,0.081,Normal,0,Normal,38.24,79.8,61.11
2026-04-24 18:19:00,Zubara,stable residential,25.3527,56.3525,58.16,5.86,1209.07,0.045,Normal,0,Normal,13.61,97.6,86.03
2026-04-24 18:34:00,Zubara,stable residential,25.3527,56.3525,61.79,5.77,1156.11,0.108,Normal,0,Normal,22.59,53.8,76.55
2026-04-24 18:49:00,Zubara,stable residential,25.3527,56.3525,59.76,5.99,1147.85,0.14,Normal,0,Normal,20.67,65.1,78.21
2026-04-24 19:04:00,Zubara,stable residential,25.3527,56.3525,61.6,5.72,1166.26,0.126,Normal,0,Normal,21.75,79.2,77.24
2026-04-24 19:19:00,Zubara,stable residential,25.3527,56.3525,60.27,5.71,1124.52,0.088,Normal,0,Normal,22.7,54.3,76.6
2026-04-24 19:34:00,Zubara,stable residential,25.3527,56.3525,61.47,5.75,966.57,0.114,Normal,0,Normal,35.05,89.9,64.04
2026-04-24 19:49:00,Zubara,stable residential,25.3527,56.3525,55.8,5.89,1160.6,0.161,Normal,0,Normal,14.14,92.6,84.57
2026-04-24 20:04:00,Zubara,stable residential,25.3527,56.3525,58.95,5.89,1173.81,0.128,Normal,0,Normal,17.67,75.6,81.31
2026-04-24 20:19:00,Zubara,stable residential,25.3527,56.3525,57.69,5.76,1093.82,0.114,Normal,0,Normal,21.57,112.0,77.52
2026-04-24 20:34:00,Zubara,stable residential,25.3527,56.3525,57.66,5.84,1104.7,0.119,Normal,0,Normal,20.77,44.5,78.29
2026-04-24 20:49:00,Zubara,stable residential,25.3527,56.3525,56.37,5.58,1051.97,0.063,Normal,0,Normal,22.55,81.4,76.94
2026-04-24 21:04:00,Zubara,stable residential,25.3527,56.3525,57.72,5.71,1108.29,0.121,Normal,0,Normal,20.6,67.4,78.43
2026-04-24 21:19:00,Zubara,stable residential,25.3527,56.3525,59.84,5.79,1150.99,0.09,Normal,0,Normal,20.3,97.6,78.98
2026-04-24 21:34:00,Zubara,stable residential,25.3527,56.3525,57.98,5.79,1023.57,0.043,Normal,0,Normal,26.66,97.3,73.0
2026-04-24 21:49:00,Zubara,stable residential,25.3527,56.3525,54.87,5.8,1175.1,0.022,Normal,0,Normal,10.88,58.1,88.95
2026-04-24 22:04:00,Zubara,stable residential,25.3527,56.3525,61.87,5.84,1147.96,0.056,Normal,0,Normal,22.97,64.8,76.58
2026-04-24 22:19:00,Zubara,stable residential,25.3527,56.3525,57.68,5.87,1082.29,0.098,Normal,0,Normal,22.31,87.8,76.9
2026-04-24 22:34:00,Zubara,stable residential,25.3527,56.3525,59.7,5.65,944.9,0.12,Normal,0,Normal,34.65,106.4,64.39
2026-04-24 22:49:00,Zubara,stable residential,25.3527,56.3525,51.95,5.82,1150.98,0.144,Normal,0,Normal,8.72,94.3,90.13
2026-04-24 23:04:00,Zubara,stable residential,25.3527,56.3525,54.63,5.81,1068.86,0.06,Normal,0,Normal,18.78,121.9,80.74
2026-04-24 23:19:00,Zubara,stable residential,25.3527,56.3525,60.36,5.72,1142.88,0.109,Normal,0,Normal,21.66,93.0,77.47
2026-04-24 23:34:00,Zubara,stable residential,25.3527,56.3525,58.88,5.89,1127.72,0.1,Normal,0,Normal,20.7,52.9,78.49
2026-04-24 23:49:00,Zubara,stable residential,25.3527,56.3525,55.46,5.68,1195.27,0.142,Normal,0,Normal,10.91,109.5,87.96
2026-04-25 00:04:00,Zubara,stable residential,25.3527,56.3525,64.55,5.81,1164.75,0.057,Normal,0,Normal,25.1,92.1,74.44
2026-04-25 00:19:00,Zubara,stable residential,25.3527,56.3525,56.54,5.81,1145.57,0.144,Normal,0,Normal,16.3,101.1,82.55
2026-04-25 00:34:00,Zubara,stable residential,25.3527,56.3525,61.27,5.82,1137.81,0.058,Normal,0,Normal,22.91,82.3,76.63
2026-04-25 00:49:00,Zubara,stable residential,25.3527,56.3525,56.79,5.86,1180.08,0.036,Normal,0,Normal,13.61,82.8,86.1
2026-04-25 01:04:00,Zubara,stable residential,25.3527,56.3525,63.88,5.91,1157.31,0.065,Normal,0,Normal,24.83,65.5,74.65
2026-04-25 01:19:00,Zubara,stable residential,25.3527,56.3525,61.92,5.94,1232.96,0.086,Normal,0,Normal,17.47,62.6,81.84
2026-04-25 01:34:00,Zubara,stable residential,25.3527,56.3525,61.56,5.79,1118.85,0.098,Normal,0,Normal,24.76,75.9,74.46
2026-04-25 01:49:00,Zubara,stable residential,25.3527,56.3525,62.0,5.77,1178.86,0.098,Normal,0,Normal,21.26,64.5,77.95
2026-04-25 02:04:00,Zubara,stable residential,25.3527,56.3525,65.61,5.69,1017.07,0.034,Normal,0,Normal,35.58,85.5,64.14
2026-04-25 02:19:00,Zubara,stable residential,25.3527,56.3525,61.04,5.93,981.18,0.102,Normal,0,Normal,33.53,113.1,65.65
2026-04-25 02:34:00,Zubara,stable residential,25.3527,56.3525,60.44,5.73,1109.57,0.08,Normal,0,Normal,23.9,110.7,75.46
2026-04-25 02:49:00,Zubara,stable residential,25.3527,56.3525,60.79,6.0,1179.24,0.143,Normal,0,Normal,19.89,83.3,78.97
2026-04-25 03:04:00,Zubara,stable residential,25.3527,56.3525,63.2,6.13,1241.63,0.069,Normal,0,Normal,18.49,102.4,80.96
2026-04-25 03:19:00,Zubara,stable residential,25.3527,56.3525,60.8,5.9,1188.36,0.098,Normal,0,Normal,19.05,85.3,80.16
2026-04-25 03:34:00,Zubara,stable residential,25.3527,56.3525,63.92,5.61,1238.92,0.061,Normal,0,Normal,19.55,59.0,79.97
2026-04-25 03:49:00,Zubara,stable residential,25.3527,56.3525,63.14,5.74,1256.34,0.05,Normal,0,Normal,17.34,77.7,82.26
2026-04-25 04:04:00,Zubara,stable residential,25.3527,56.3525,63.02,5.83,1129.58,0.112,Normal,0,Normal,25.88,86.1,73.23
2026-04-25 04:19:00,Zubara,stable residential,25.3527,56.3525,57.26,5.8,1192.1,0.087,Normal,0,Normal,13.69,84.5,85.61
2026-04-25 04:34:00,Zubara,stable residential,25.3527,56.3525,66.82,5.69,1128.75,0.057,Normal,0,Normal,29.9,90.2,69.65
2026-04-25 04:49:00,Zubara,stable residential,25.3527,56.3525,62.73,5.55,1095.53,0.065,Normal,0,Normal,27.56,75.0,71.92
2026-04-25 05:04:00,Zubara,stable residential,25.3527,56.3525,64.57,5.77,1303.82,0.07,Normal,0,Normal,16.22,69.5,83.23
2026-04-25 05:19:00,Zubara,stable residential,25.3527,56.3525,59.81,5.84,1240.58,0.086,Normal,0,Normal,14.0,113.6,85.31
2026-04-25 05:34:00,Zubara,stable residential,25.3527,56.3525,71.83,5.78,1144.5,0.092,Normal,0,Normal,34.07,65.6,65.19
2026-04-25 05:49:00,Zubara,stable residential,25.3527,56.3525,66.77,5.86,1199.49,0.12,Normal,0,Normal,25.74,105.8,73.3
2026-04-25 06:04:00,Zubara,stable residential,25.3527,56.3525,62.64,5.85,1355.01,0.034,Normal,0,Normal,10.04,79.3,89.69
2026-04-25 06:19:00,Zubara,stable residential,25.3527,56.3525,66.55,5.74,1246.53,0.146,Normal,0,Normal,22.69,81.9,76.14
2026-04-25 06:34:00,Zubara,stable residential,25.3527,56.3525,65.72,5.81,1266.05,0.103,Normal,0,Normal,20.26,106.0,78.92
2026-04-25 06:49:00,Zubara,stable residential,25.3527,56.3525,67.87,5.86,1184.2,0.087,Normal,0,Normal,27.74,101.9,71.56
2026-04-25 07:04:00,Zubara,stable residential,25.3527,56.3525,67.88,5.89,1316.02,0.126,Normal,0,Normal,19.85,90.2,79.14
2026-04-25 07:19:00,Zubara,stable residential,25.3527,56.3525,68.63,5.5,1314.12,0.02,Normal,0,Normal,20.32,54.0,79.52
2026-04-25 07:34:00,Zubara,stable residential,25.3527,56.3525,69.44,5.68,1235.55,0.131,Normal,0,Normal,26.51,76.3,72.44
2026-04-25 07:49:00,Zubara,stable residential,25.3527,56.3525,68.12,5.84,1422.4,0.094,Normal,0,Normal,13.47,67.0,85.78
2026-04-25 08:04:00,Zubara,stable residential,25.3527,56.3525,68.31,5.66,1282.35,0.068,Normal,0,Normal,22.12,101.6,77.34
2026-04-25 08:19:00,Zubara,stable residential,25.3527,56.3525,67.75,5.78,1325.34,0.109,Normal,0,Normal,19.03,67.0,80.1
2026-04-25 08:34:00,Zubara,stable residential,25.3527,56.3525,72.8,5.75,1201.46,0.103,Normal,0,Normal,31.75,93.3,67.42
2026-04-25 08:49:00,Zubara,stable residential,25.3527,56.3525,70.05,5.87,1347.69,0.109,Normal,0,Normal,20.38,59.7,78.75
2026-04-25 09:04:00,Zubara,stable residential,25.3527,56.3525,68.45,5.74,1391.87,0.134,Normal,0,Normal,15.95,117.3,82.98
2026-04-25 09:19:00,Zubara,stable residential,25.3527,56.3525,69.35,5.83,1388.23,0.094,Normal,0,Normal,17.06,87.4,82.19
2026-04-25 09:34:00,Zubara,stable residential,25.3527,56.3525,69.74,5.72,1298.13,0.109,Normal,0,Normal,22.99,85.1,76.14
2026-04-25 09:49:00,Zubara,stable residential,25.3527,56.3525,72.49,5.75,1395.53,0.101,Normal,0,Normal,20.29,62.8,78.89
2026-04-25 10:04:00,Zubara,stable residential,25.3527,56.3525,68.56,5.62,1254.4,0.059,Normal,0,Normal,24.06,85.9,75.47
2026-04-25 10:19:00,Zubara,stable residential,25.3527,56.3525,69.29,5.85,1368.66,0.099,Normal,0,Normal,18.19,92.4,81.01
2026-04-25 10:34:00,Zubara,stable residential,25.3527,56.3525,63.17,5.75,1168.1,0.091,Normal,0,Normal,23.41,84.9,75.86
2026-04-25 10:49:00,Zubara,stable residential,25.3527,56.3525,74.93,5.81,1305.69,0.105,Normal,0,Normal,27.91,75.5,71.25
2026-04-25 11:04:00,Zubara,stable residential,25.3527,56.3525,74.31,5.73,1413.05,0.11,Normal,0,Normal,21.32,67.8,77.79
2026-04-25 11:19:00,Zubara,stable residential,25.3527,56.3525,73.37,5.8,1287.55,0.064,Normal,0,Normal,27.2,75.3,72.29
2026-04-25 11:34:00,Zubara,stable residential,25.3527,56.3525,67.55,5.83,1249.62,0.084,Normal,0,Normal,23.34,87.0,75.99
2026-04-25 11:49:00,Zubara,stable residential,25.3527,56.3525,66.08,5.94,1362.89,0.102,Normal,0,Normal,14.58,87.1,84.6
2026-04-25 12:04:00,Zubara,stable residential,25.3527,56.3525,102.21,5.0,1313.85,0.542,Warning,1,Transient Spike,40.71,73.4,58.0
2026-04-25 12:19:00,Zubara,stable residential,25.3527,56.3525,70.69,5.77,1260.2,0.083,Normal,0,Normal,26.13,56.3,73.2
2026-04-25 12:34:00,Zubara,stable residential,25.3527,56.3525,71.72,5.92,1577.27,0.072,Normal,0,Normal,8.73,110.8,90.69
2026-04-25 12:49:00,Zubara,stable residential,25.3527,56.3525,70.32,5.83,1353.6,0.093,Normal,0,Normal,20.26,77.7,78.99
2026-04-25 13:04:00,Zubara,stable residential,25.3527,56.3525,65.31,5.85,1324.62,0.072,Normal,0,Normal,15.85,85.2,83.57
2026-04-25 13:19:00,Zubara,stable residential,25.3527,56.3525,71.31,5.72,1443.94,0.137,Normal,0,Normal,16.31,93.9,82.59
2026-04-25 13:34:00,Zubara,stable residential,25.3527,56.3525,74.92,5.9,1392.03,0.108,Normal,0,Normal,23.12,94.4,76.01
2026-04-25 13:49:00,Zubara,stable residential,25.3527,56.3525,72.86,5.65,1275.88,0.129,Normal,0,Normal,27.68,100.1,71.29
2026-04-25 14:04:00,Zubara,stable residential,25.3527,56.3525,69.27,5.67,1317.29,0.093,Normal,0,Normal,21.23,86.4,78.02
2026-04-25 14:19:00,Zubara,stable residential,25.3527,56.3525,68.77,5.83,1253.95,0.104,Normal,0,Normal,24.55,85.1,74.62
2026-04-25 14:34:00,Zubara,stable residential,25.3527,56.3525,69.01,5.77,1307.57,0.143,Normal,0,Normal,21.77,83.2,77.09
2026-04-25 14:49:00,Zubara,stable residential,25.3527,56.3525,62.31,5.7,1303.96,0.069,Normal,0,Normal,13.15,109.9,86.29
